99新装修 使用面积达150+平方 房东急售 看房方便,金科东方大院三期 -麓谷西,3室2厅 | 137.43平米 | 南 | 精装 | 中楼层(共6层) | 2015年建 | 板塔结合,12人关注 / 4个月以前发布,175,"12,734元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
浏阳河畔，刚需小三房，纯毛坯，高楼层。,芙蓉万国城MOMA -汽车东站,3室2厅 | 87.13平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,88.8,"10,192元/平"
邦盛水岸御园 3室2厅 南,邦盛水岸御园 -含浦,3室2厅 | 97.34平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,2人关注 / 3个月以前发布,93,"9,555元/平"
南山苏迪亚诺   毛坯三房   出售,南山苏迪亚诺 -金星北,3室2厅 | 89.57平米 | 南 | 毛坯 | 高楼层(共24层) | 2012年建 | 板塔结合,42人关注 / 一年前发布,65,"7,257元/平"
央企大盘。品质小区，精装3房，,麓山和苑 -含浦,3室2厅 | 89.32平米 | 南 | 精装 | 中楼层(共15层) | 2013年建 | 板塔结合,0人关注 / 1个月以前发布,85,"9,517元/平"
使用面积大 兰亭都荟 户型周正 通风采光好 拎包入住,兰亭都荟 -桐梓坡,4室2厅 | 90.52平米 | 北 | 精装 | 高楼层(共32层) | 2014年建 | 板塔结合,24人关注 / 8个月以前发布,135.8,"15,003元/平"
北大资源/刚需3房/清水毛坯/花园小区,北大资源理想家园 -洋湖垸,3室2厅 | 88.08平米 | 南 | 毛坯 | 高楼层(共20层)  | 板塔结合,20人关注 / 6个月以前发布,128,"14,533元/平"
近公园  近地铁    小区管理好   绿化多,西南明苑 -晚报,4室2厅 | 131.35平米 | 南 | 简装 | 低楼层(共6层) | 2002年建 | 板塔结合,20人关注 / 一年前发布,93.8,"7,142元/平"
长郡梅溪湖青秀三期毛坯四房，业主急售,中国铁建梅溪青秀 -梅溪湖北岸,4室2厅 | 119.15平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,4人关注 / 2个月以前发布,210,"17,625元/平"
满五唯一，中间楼栋，近地铁，近吾悦，松雅湖,恒大翡翠华庭 -开元路,3室2厅 | 104.07平米 | 南 东南 | 精装 | 中楼层(共30层) | 2015年建 | 塔楼,3人关注 / 2个月以前发布,96,"9,225元/平"
长郡麓山 小区 低价 业主诚意出售 谈价联系维护人,旭辉藏郡 -观沙岭,3室1厅 | 88平米 | 东南 | 简装 | 低楼层(共32层) | 2011年建 | 板楼,1人关注 / 2个月以前发布,199.8,"22,705元/平"
圭塘河近地铁，三房价格买四房。,香樟兰亭 -树木岭,4室2厅 | 89.95平米 | 南 | 其他 | 中楼层(共32层) | 2014年建 | 板塔结合,0人关注 / 4个月以前发布,110,"12,230元/平"
湘天砂子塘，次新小区，纯毛坯，业主诚心出售,嘉福长安郡 -德思勤,3室2厅 | 112.67平米 | 南 | 毛坯 | 高楼层(共18层) | 2012年建 | 板塔结合,0人关注 / 1个月以前发布,110,"9,764元/平"
二环内 新开铺路口 电梯小高层  大3房 业主诚意出售,翡翠林居 -金盆岭,3室2厅 | 123.37平米 | 北 南 | 精装 | 中楼层(共11层) | 2003年建 | 板楼,6人关注 / 11个月以前发布,92,"7,458元/平"
带50平露台 二楼 黄土岭1.4号线黄土岭地铁站 诚心出售,涂新小区 -黄土岭,3室1厅 | 62.16平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,41人关注 / 4个月以前发布,61,"9,814元/平"
万科城三期小三房  东边户 高楼层 视野好,万科城三期 -福元西路,3室2厅 | 89平米 | 东南 | 精装 | 高楼层(共34层) | 2014年建 | 板塔结合,0人关注 / 1个月以前发布,111.5,"12,529元/平"
有地铁 清水毛坯 南北向 两个电梯 两户 小高层,星城福邸 -汽车东站,3室2厅 | 133.59平米 | 南 北 | 毛坯 | 中楼层(共18层) | 2011年建 | 板塔结合,24人关注 / 7个月以前发布,108,"8,085元/平"
老罗推房，只推好房。地铁口.业主装修.保养很好,时代倾城 -金星北,3室2厅 | 102平米 | 南 | 精装 | 低楼层(共35层) | 2013年建 | 板塔结合,54人关注 / 9个月以前发布,105.5,"10,344元/平"
望兴家园3房2厅1卫业主诚心出售。,望兴家园 -汽车西站,3室2厅 | 138.63平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,27人关注 / 8个月以前发布,66,"4,761元/平"
配套优质 户型周正  视野开拓 满五唯,中航山水蓝天 -望城区,4室2厅 | 166.6平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,79.98,"4,801元/平"
恒大名都 3室2厅 南,恒大名都 -金星北,3室2厅 | 135.37平米 | 南 | 简装 | 低楼层(共32层)  | 板塔结合,0人关注 / 30天以前发布,100,"7,388元/平"
定江洋一线江景房，几乎毛坯，中间楼层,北辰定江洋 -北辰三角洲,3室2厅 | 201.19平米 | 西南 | 其他 | 中楼层(共35层) | 2016年建 | 板塔结合,28人关注 / 一年前发布,402,"19,982元/平"
麓谷朝南复式，中间楼层不临街，地铁6号线地铁口,保利麓谷林语B区 -麓谷西,4室2厅 | 139.26平米 | 南 | 精装 | 中楼层(共11层) | 2010年建 | 板塔结合,2人关注 / 4个月以前发布,176,"12,639元/平"
刚需看过来，铁建国际城，方正两房，200米视野无挡,中国铁建国际城 -泉塘,2室2厅 | 82.71平米 | 南 | 精装 | 高楼层(共33层) | 2010年建 | 板塔结合,0人关注 / 1个月以前发布,51,"6,167元/平"
省内满五唯一  小高层 南北对流,茂华禧都会 -武广新城,3室2厅 | 105.08平米 | 南 | 精装 | 中楼层(共11层) | 2014年建 | 板楼,14人关注 / 一年前发布,132.8,"12,638元/平"
向日葵新小区环境优美 近地铁口200米2号线金星路站,高信向日葵 -金星中路,3室2厅 | 91.58平米 | 北 | 简装 | 高楼层(共18层) | 2015年建 | 板塔结合,6人关注 / 2个月以前发布,123,"13,431元/平"
邦盛水岸御园 4室2厅 南,邦盛水岸御园 -含浦,4室2厅 | 120.26平米 | 南 | 其他 | 中楼层(共33层) | 2015年建 | 板楼,1人关注 / 1个月以前发布,124.8,"10,378元/平"
麓山和苑全新精装 从未入住 视野好 小区环境优美,麓山和苑 -含浦,3室2厅 | 107.86平米 | 东南 南 | 精装 | 中楼层(共25层) | 2013年建 | 板塔结合,60人关注 / 一年前发布,92,"8,530元/平"
长塘里，新华都，精装修，诚售。,万家城 -武广新城,3室2厅 | 119.12平米 | 南 北 | 精装 | 中楼层(共18层) | 2013年建 | 板楼,7人关注 / 4个月以前发布,130,"10,914元/平"
3条地铁口，南北通透4房，满五唯一，单位房公摊小,工商管理局宿舍 -芙蓉区政府,4室2厅 | 167.66平米 | 南 北 | 简装 | 中楼层(共10层) | 2005年建 | 板楼,72人关注 / 一年前发布,155,"9,245元/平"
房东自主装修，通透四房，业主诚心出售。,湘核佳苑 -武广新城,4室2厅 | 164.12平米 | 南 | 精装 | 中楼层(共17层) | 2011年建 | 板楼,10人关注 / 4个月以前发布,145,"8,835元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
视野开阔，地铁口，户型周正，好房,柠檬丽都 -新开铺,3室2厅 | 115.65平米 | 南 | 精装 | 高楼层(共17层) | 2005年建 | 板楼,3人关注 / 一年前发布,106,"9,166元/平"
小户型带车位.................,时代倾城 -金星北,3室2厅 | 83.81平米 | 南 | 精装 | 中楼层(共35层) | 2015年建 | 板塔结合,15人关注 / 一年前发布,86,"10,262元/平"
高铁新城万科品质刚需3房，家门口上学，拎包入住,万科魅力之城 -武广新城,3室2厅 | 99.68平米 | 东南 | 精装 | 34层 | 2015年建 | 塔楼,1人关注 / 31天以前发布,128,"12,842元/平"
省 内 唯 一 省 个 税 ！双 阳 台 ！户 型 很 好 ！,梅溪湖壹号三期 -梅溪湖南岸,3室2厅 | 115.14平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,7人关注 / 3个月以前发布,235,"20,410元/平"
卢浮原著装修2房看房要提前预约,卢浮原著 -暮云,2室2厅 | 73.17平米 | 南 | 其他 | 中楼层(共16层) | 2013年建 | 板塔结合,1人关注 / 1个月以前发布,58,"7,927元/平"
此房位于东方明珠三期，带全套家具电器，业主诚售,珠江东方明珠 -金星北,3室2厅 | 97平米 | 南 北 | 精装 | 高楼层(共28层)  | 板塔结合,1人关注 / 3个月以前发布,85,"8,763元/平"
急售高桥地铁口小三房，未占用，好楼层！,上河国际花园C区 -高桥,3室2厅 | 89平米 | 南 | 精装 | 高楼层(共25层) | 2007年建 | 板塔结合,4人关注 / 8个月以前发布,97.8,"10,989元/平"
店长推荐，月亮岛精装三房两卫，家具家电九成新,恒大名都 -金星北,3室2厅 | 106.83平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,55人关注 / 一年前发布,84.5,"7,910元/平"
洋湖景观房，小区环境好 中海国际社区,中海国际社区三期 -含浦,3室2厅 | 105.54平米 | 南 | 精装 | 中楼层(共33层) | 2013年建 | 板塔结合,48人关注 / 6个月以前发布,115,"10,897元/平"
急售 近地铁 梅溪湖板块 次新小区正四房  满五,梅溪鑫苑名家 -东方红,4室2厅 | 124.18平米 | 南 北 | 简装 | 低楼层(共33层) | 2017年建 | 板塔结合,2人关注 / 5个月以前发布,170,"13,690元/平"
满五唯一 2017年次新房 双地铁口 全新毛坯三房！,建发中央公园 -雨花亭,3室2厅 | 99.97平米 | 南 北 | 毛坯 | 高楼层(共33层) | 2016年建 | 板塔结合,7人关注 / 5个月以前发布,162.8,"16,285元/平"
滨江板块 凯德壹商场旁《协信星澜汇》四房 地铁茶子山,协信星澜汇 -观沙岭,4室2厅 | 126.43平米 | 南 北 | 毛坯 | 高楼层(共34层) | 2014年建 | 板楼,5人关注 / 1个月以前发布,180,"14,238元/平"
不靠马路小区中间位置视野好安静,丰升德润 -喜盈门,3室2厅 | 123.33平米 | 南 | 简装 | 低楼层(共29层) | 2013年建 | 板塔结合,0人关注 / 1个月以前发布,134.5,"10,906元/平"
可正常交易，清水毛坯房三房，难得出来的户型,湘熙水郡 -洋湖垸,3室2厅 | 110.82平米 | 东南 | 毛坯 | 高楼层(共34层) | 2014年建 | 板塔结合,2人关注 / 1个月以前发布,180,"16,243元/平"
洋湖旁 橡树湾大三房，户型周正，楼层视野好，,橡树湾小区 -含浦,3室2厅 | 109.1平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,8人关注 / 10个月以前发布,116,"10,633元/平"
满五唯一 2017年次新房 双地铁口 全新毛坯三房！,建发中央公园 -雨花亭,3室2厅 | 90.87平米 | 西南 | 精装 | 高楼层(共33层) | 2016年建 | 板塔结合,4人关注 / 4个月以前发布,147,"16,177元/平"
树木岭 龙瑞尚苑 居家装修电梯房 采光充足 不临街,龙瑞尚苑 -树木岭,3室2厅 | 96.45平米 | 东南 | 精装 | 低楼层(共17层) | 2012年建 | 板塔结合,6人关注 / 5个月以前发布,86,"8,917元/平"
居家装修小三房 南北通透 满五唯一,五矿紫湖香醍 -暮云,3室2厅 | 92.7平米 | 南 北 | 精装 | 高楼层(共18层) | 2012年建 | 板塔结合,1人关注 / 1个月以前发布,85,"9,170元/平"
户型周正，通透户型，两梯两户.满意唯一,西子花苑 -高桥,3室2厅 | 137.14平米 | 南 北 | 精装 | 高楼层(共18层) | 2007年建 | 板楼,0人关注 / 1个月以前发布,135,"9,844元/平"
毛坯大三房 户型正 采光好  高绿化,珠江东方明珠 -金星北,3室2厅 | 135.99平米 | 南 北 | 简装 | 中楼层(共28层)  | 板塔结合,4人关注 / 6个月以前发布,94,"6,913元/平"
小高层南北向透气性好板楼结构配套齐全万科品质物业,茂华禧都会 -武广新城,3室2厅 | 106.83平米 | 南 | 精装 | 高楼层(共11层) | 2014年建 | 板楼,56人关注 / 9个月以前发布,125.8,"11,776元/平"
小高层电梯房 不临街安静不吵 成熟社区 配套丰富,今利园 -雨花亭,3室2厅 | 80.66平米 | 南 北 | 其他 | 高楼层(共11层) | 2004年建 | 板塔结合,17人关注 / 6个月以前发布,67,"8,307元/平"
铁道学院，七号线在建地铁口，业主诚售,金凤滩家园 -韶山南路,3室2厅 | 127.02平米 | 东 西 | 精装 | 高楼层(共18层) | 2007年建 | 塔楼,2人关注 / 1个月以前发布,113,"8,897元/平"
免个税 诚心出售 中间楼层 拎包入住,茂华禧都会 -武广新城,3室2厅 | 138.45平米 | 南 | 精装 | 中楼层(共18层) | 2014年建 | 板塔结合,31人关注 / 6个月以前发布,175,"12,640元/平"
此房格局好，南北双阳台，楼层好,融科紫檀 -武广新城,4室2厅 | 142.01平米 | 南 北 | 毛坯 | 33层  | 板塔结合,27人关注 / 一年前发布,199,"14,014元/平"
第六都 近地铁 4+1户型 高楼层 南北通透 品质小区,第六都 -雨花亭,4室2厅 | 161.72平米 | 南 北 | 精装 | 高楼层(共32层) | 2014年建 | 塔楼,0人关注 / 2个月以前发布,318,"19,664元/平"
高桥商圈三地铁口省个税的精装小三房南北对流诚心出售,鸿基橄榄君庭 -尚东,3室2厅 | 90.36平米 | 南 | 精装 | 低楼层(共33层) | 2011年建 | 板塔结合,7人关注 / 3个月以前发布,95.8,"10,603元/平"
满五唯一，12000多单价，有钥匙，方便看房,绿地中央广场 -观沙岭,3室1厅 | 99.04平米 | 南 北 | 精装 | 高楼层(共31层)  | 板塔结合,28人关注 / 一年前发布,118,"11,915元/平"
二环内 陆都国际 九成新精装 满五唯一 带车位,第六都 -雨花亭,4室2厅 | 160.53平米 | 南 | 精装 | 高楼层(共33层) | 2014年建 | 塔楼,9人关注 / 4个月以前发布,345,"21,492元/平"
沃尔玛旁 电梯装修三房 中间层 位置安静 阳光足,枫华府第 -含浦,3室2厅 | 106.79平米 | 南 | 精装 | 高楼层(共15层)  | 塔楼,2人关注 / 1个月以前发布,89,"8,335元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
经典三房 中间楼层 户型好钥匙在手随时看房,佳兆业君汇上品 -跳马,3室2厅 | 88.36平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,20人关注 / 4个月以前发布,44.8,"5,071元/平"
轻轨口 毛坯大四房 中上楼层 户型通透双向阳台,阳光晶城 -河西人人乐,4室2厅 | 165.17平米 | 南 | 毛坯 | 高楼层(共24层) | 2011年建 | 板塔结合,6人关注 / 5个月以前发布,129,"7,811元/平"
天园假日 小高层 复式楼 精装房 随时看房 诚心卖,天园假日 -汽车东站,3室2厅 | 85.28平米 | 南 | 精装 | 高楼层(共16层) | 2012年建 | 板塔结合,3人关注 / 3个月以前发布,84.8,"9,944元/平"
圭塘河近地铁，三房价格买四房。,香樟兰亭 -树木岭,4室2厅 | 89.95平米 | 南 | 其他 | 中楼层(共32层) | 2014年建 | 板塔结合,0人关注 / 4个月以前发布,110,"12,230元/平"
湘天砂子塘，次新小区，纯毛坯，业主诚心出售,嘉福长安郡 -德思勤,3室2厅 | 112.67平米 | 南 | 毛坯 | 高楼层(共18层) | 2012年建 | 板塔结合,0人关注 / 1个月以前发布,110,"9,764元/平"
万科城三期小三房  东边户 高楼层 视野好,万科城三期 -福元西路,3室2厅 | 89平米 | 东南 | 精装 | 高楼层(共34层) | 2014年建 | 板塔结合,0人关注 / 1个月以前发布,111.5,"12,529元/平"
铁道学院 次新小区 居家三房 配套成熟 近地铁,和庄二期 -新开铺,3室2厅 | 88.42平米 | 北 | 简装 | 低楼层(共33层) | 2014年建 | 塔楼,2人关注 / 3个月以前发布,86.8,"9,817元/平"
正地铁口300米，看山体公园 视野开阔，随时方便看房,保利麓谷林语F区 -麓谷西,4室2厅 | 135.22平米 | 南 | 精装 | 高楼层(共32层) | 2013年建 | 板塔结合,15人关注 / 3个月以前发布,169,"12,499元/平"
二环内 新开铺路口 电梯小高层  大3房 业主诚意出售,翡翠林居 -金盆岭,3室2厅 | 123.37平米 | 北 南 | 精装 | 中楼层(共11层) | 2003年建 | 板楼,6人关注 / 11个月以前发布,92,"7,458元/平"
带50平露台 二楼 黄土岭1.4号线黄土岭地铁站 诚心出售,涂新小区 -黄土岭,3室1厅 | 62.16平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,41人关注 / 4个月以前发布,61,"9,814元/平"
长郡麓山 小区 低价 业主诚意出售 谈价联系维护人,旭辉藏郡 -观沙岭,3室1厅 | 88平米 | 东南 | 简装 | 低楼层(共32层) | 2011年建 | 板楼,1人关注 / 2个月以前发布,199.8,"22,705元/平"
"地铁口,满五唯一，南北朝向，户型通透，成熟配套",长沙轴承厂河西宿舍 -河西步步高,3室2厅 | 100平米 | 南 | 其他 | 高楼层(共6层) | 1997年建 | 板楼,1人关注 / 一年前发布,75,"7,500元/平"
刚需看过来，铁建国际城，方正两房，200米视野无挡,中国铁建国际城 -泉塘,2室2厅 | 82.71平米 | 南 | 精装 | 高楼层(共33层) | 2010年建 | 板塔结合,0人关注 / 1个月以前发布,51,"6,167元/平"
省内满五唯一  小高层 南北对流,茂华禧都会 -武广新城,3室2厅 | 105.08平米 | 南 | 精装 | 中楼层(共11层) | 2014年建 | 板楼,14人关注 / 一年前发布,132.8,"12,638元/平"
向日葵新小区环境优美 近地铁口200米2号线金星路站,高信向日葵 -金星中路,3室2厅 | 91.58平米 | 北 | 简装 | 高楼层(共18层) | 2015年建 | 板塔结合,6人关注 / 2个月以前发布,123,"13,431元/平"
定江洋一线江景房，几乎毛坯，中间楼层,北辰定江洋 -北辰三角洲,3室2厅 | 201.19平米 | 西南 | 其他 | 中楼层(共35层) | 2016年建 | 板塔结合,28人关注 / 一年前发布,402,"19,982元/平"
麓谷朝南复式，中间楼层不临街，地铁6号线地铁口,保利麓谷林语B区 -麓谷西,4室2厅 | 139.26平米 | 南 | 精装 | 中楼层(共11层) | 2010年建 | 板塔结合,2人关注 / 4个月以前发布,176,"12,639元/平"
